QID	TITLE	BODY	CATEGORY	PUBLISHEDDATE
YA:20160517031557AAltdRO	My 2 month old labrador puppy whines a lot?	"Hi. I have a 2 month old lab puppy. Lately he has been whining a lot to get into our bedroom ( which we don t allow him to ). Whenever we shut the door leaving him out he starts whining, barking and scratching the door. The whining and the barking is creating a nuisance in the neighborhood. We have to do something to make him stop but still don t want to let him in. Please help"	Dogs	1463480157000
YA:20160517031635AAdCDo0	Water heater pilot light won't light after flood?	The unit is 8 months old. It was only about 1/2 inch of water in my garage	Maintenance & Repairs	1463480195000
YA:20160517031916AAHgNF9	What is the best way to be profetionsl?		Diet & Fitness	1463480356000
YA:20160517032027AAJPJ7s	Which is worse? Cheating using PEDs or gambling on the game of baseball? Why?		Baseball	1463480427000
YA:20160517032111AAtmOrm	Which roman empire did diocletian rule?what language did it speak...and did diocletian divide the empire into 2 sides or 4 sides?	and why did constaine accept Christians (was he a christian?) /nand is it possible for an empore to have more than one capital city??? like the roman emipre it had constatinople AND rome /n/ntmw is my final and the teacher was absent for a week /nso we couldnt ask her questions please help?	History	1463480471000
YA:20160517032322AADMWbT	Does anyone think Brian. jungwirth is a good mother?		Martial Arts	1463480602000
YA:20160517032433AAom4Ez	What is Channing Tatum's body fat percentage?		Diet & Fitness	1463480673000
YA:20160517032726AAr36v3	My gf says that my penis is to big.My penis is 7.5 lenght and 5.9girth.It is very big?		Men's Health	1463480846000
YA:20160517032932AAhxExc	I feel sick but my dad won't let me stay home?	"I have a headache,runny nose ,sore throat, and a stomach ache My dad checked my temp and it said 98.4. I checked it a few minutes later and it said 99.5. He holds the temp 3 inches away from the forhead when you  supposed to hold it like half an inch. I don't want to go to the nurse because I hate going. What should I do?"	Other - Health	1463480972000
YA:20160517033055AAyNT0B	How the shape of incisors and molars help them carry out their function?		Dental	1463481055000
YA:20160517033103AAPum4r	Is this a good idea?	"I have a little tiny chihuahua, and I'm paranoid about being broken into and murdered/raped. I was thinking about getting an ex police dog German Shepherd to protect me. I can take it to obedience classes maybe 3 times a week, training everyday, 1 hour on leash jogging in the morning, 3 hours off leash play in a fenced in area in the afternoon and 1 hour on leash walk on the evening (I only take my chi out in the morning and afternoon, I'm scared I'm going to get attacked otherwise) I would be taking my chi out for all of this, but carrying her when she gets tired. /n/nWhat do you think?"	Dogs	1463481063000
YA:20160517033212AAkUZye	Would you remove your body hairs if your partner wanted too?	"my partner wants me to remove all of my body hair/n/ni wasnt sure what to do , so i talked to my friends about it ( mostly girls )/n/nthey told me if you have to remove body hair and he would have to do same /n/nsorry forget to mention i am gay/n/ni told my boyfreind same , he want keen about it but agreed to it /n/nand now he has booked full body waxing appointment for both of us/n/ni just dont know what to do now"	Hair	1463481132000
YA:20160517033347AAhzUah	Are toe nail clippings healthy for dogs?	"I was clipping my toe nails outside, and my dog ate it all like it was delicious. It was weird at first, until I read somewhere that it contains nutrition for dogs ??? Is it true"	Dogs	1463481227000
YA:20160517033503AAu1vWF	Are Goldendoodles recognized breeds?	"I don't think they are, but one of my family members has one and they claim it is and they have papers for it?"	Dogs	1463481303000
YA:20160517033504AAm50PE	Why did God put the prophet in this situation?	"He's being waiting for his final mission for years and saw the region be invaded by wicked from other states and countries in the last years, that's complicated to the prophet to roam the region, daily life etc./nThe prophet was provoked, mocked and insulted more than 30000 times. He's obligated to live in midst of wicked person in the region of the city of the evil. He's obligated to bear noisy neighbors, dealers neighbors etc. He cant have any opportunity in the region: job, relationship etc. He's poisoned and have health problems. The only solution to all that would be the superpowers: fire from heaven, guns and curses?/n/nRev 17/nRev 11."	Mental Health	1463481304000
YA:20160517033732AALRtmq	What do I use to mark plastic that is easily removed?		Skin Conditions	1463481452000
YA:20160517034326AAp45WP	I read a book a few years back I can t remember the name or author just a bit about it would love to read it again if I can ever find it...?	In the book a girl trips on her red scarf she has a near death experience by drounding in a pool her parents divorce and her mom and her move to a small inland where she falls in love with a boy who carries soles onto there next stop on theses  big ships her grandmother turns out to be a Faye and tried to kill her toward the end if anyone knows this books name I d really like to know it please....?	Books & Authors	1463481806000
YA:20160517034430AARR9Mv	Tooth gets crooked after rubber ligature of the braces bracket broke?	As above. Do note that the tooth with the broken rubber ligature is one beside a spring that dentist used to open gaps. I was wondering if it s possible that the lack of rubber ligature to hold the tooth in place causes the spring to push it in some weird direction that causes it to be crooked./n/nShould I go to my dentist immediately? Or wait till my appointment 2 weeks later. I remember my dentist saying that broken rubber ligatures aren t exactly an emergency that requires immediate attention though.	Dental	1463481870000
YA:20160517034633AARiKgy	What are some clever ways to poison someone and not to be a suspect?	It's for a story ._.	Books & Authors	1463481993000
YA:20160517035141AAqJPXh	Surgery on a fractured wrist?	"I have to have a surgical procedure for a fractured wrist ,  I need to be under for about a half hr,  I have white coat /nsyndrome ...so I'm a wreck will they calm me down right away..."	Injuries	1463482301000
YA:20160517035259AAxkFIY	"If a photographer never gave me the prints I paid for, (even if it's my fault) is there a way I can get my money back or something?"	"enior pictures taken, I paid around $400 this included a $50 deposit to hold my date and a certain amount of prints of various sizes. Well I never got around to emailing which pictures I wanted printed etc; because I found out I might not graduate so I started focusing on that well a few months past, I graduated. Then I just forgot that I never got my pictures until recently my mom mentioned it and now it's been almost a year, so I emailed the photographer about it and she said she'd check if she still has the pictures. But I read online that photographers should always store backups just in case something happens to the prints etc? MORAL OF THE STORY: I got caught up in life and never emailed the photographer about my prints, so it was my fault. But even if it was my fault, I paid for nothing because I never got my prints? If she no longer has my pictures is there a way I can get my money back? Just curious."	Photography	1463482379000
YA:20160517035418AAkrdhc	"According to the Kantian tradition, what is the relation of reason and morality?"		Philosophy	1463482458000
YA:20160517035537AAQniDJ	Weird injury?	"This happens to me at least once a year when playing soccer. I'll go to kick the ball at the same time a bigger dude on the other team does, and I'll forget to lock up my leg. And then I guess it bends outwards, and it basically incompasitates my knee to the point where I can barely even walk on it. That happened to me yesterday, and yeah, my knee still hurts and it still hurts to walk. I won't even try running yet. But the weird part was. After the blow, I fell to the ground. I saved my fall and stuff with my knees and hands, didn't hit my head at all. But when i got up, my vision got all weird. Everything got really bright and fuzzy. But I didn't get hit in the head at all. Anyone know what either of these injuries are? My vision is fine now. And my knee hurts like all in the inside of it, and somewhat on the right outside. Thanks!"	Injuries	1463482537000
